score,stake,suspicion,param_id,node_id,layer,parameter,value,unit,species,source_ref,self_declared,signals
12,3,4,p_8ad300d0bb,height_gwas,L8,mean size of associated genomic segment,90,kb,human,yengo2022,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_e3af4c98fc,height_gwas,L8,fraction of genome covered by associated segments,21,%,human,yengo2022,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_9b2e4080db,height_gwas,L8,"phenotypic variance explained by the 12,111 SNPs, European ancestry",40,%,human,yengo2022,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_14da1f5a23,hox_code_limb,L0,studies reporting zone-resolved HOX expression within a growth plate,0,studies retrieved,not_applicable,rux2021,False,contradiction|no_dispersion|unread_source|sole_source
12,4,3,p_f5e615301d,hueter_volkmann_law,L6,"growth-rate sensitivity, caudal vertebral growth plates",15.0,% per 0.1 MPa,multiple,stokes2006,False,contradiction|screen|no_dispersion|sole_source
12,4,3,p_771c1b68cb,hueter_volkmann_law,L6,"growth-rate sensitivity, proximal tibial growth plates",18.6,% per 0.1 MPa,multiple,stokes2006,False,contradiction|screen|no_dispersion|sole_source
12,4,3,p_0929b8893a,hueter_volkmann_law,L6,baseline (unloaded) longitudinal growth rate range across the species/sites studied,30-366,um/day,multiple,stokes2006,False,contradiction|screen|no_dispersion|sole_source
12,4,3,p_378054688d,hueter_volkmann_law,L6,maximum growth-rate change achieved across the loading range tested,53,%,multiple,stokes2007,False,contradiction|screen|no_dispersion|sole_source
12,3,4,p_b996e335d6,human_growth_plate_biobank,L13,publicly catalogued human growth plate biobanks located,0,repositories,human,human_gp_donor_census_20260805,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_af1719cc45,human_growth_plate_biobank,L13,human growth plate datasets whose raw human sequence data are withheld from the repository,1 of 1,datasets,human,gse288028,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_fbdd2c3097,human_growth_plate_tissue_scarcity,L13,"distinct human donors whose growth plate tissue has been examined, studies with stated n",259,donors,human,human_gp_donor_census_20260805,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_a3b28eb5c4,human_growth_plate_tissue_scarcity,L13,distinct donors contributing a POSTNATAL growing human growth plate,102,donors,human,human_gp_donor_census_20260805,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_ab3c503106,human_growth_plate_tissue_scarcity,L13,largest single postnatal human growth plate biopsy series,24,donors,human,nilsson2003,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_b1e35b36be,human_growth_plate_tissue_scarcity,L13,largest single human growth plate histology series of any age,125,donors,human,rodriguez1992,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_a5f7958612,human_skeletal_stem_cell,L2,Gestational age of the fetal femur used for hSSC discovery,17,weeks,human,chan2018,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_4a7cc6da78,human_skeletal_stem_cell,L2,hSSCs transplanted for the in vivo serial self-renewal assay,>1.5e6,DiD-labelled cells,human,chan2018,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_e81e1e6a9e,human_skeletal_stem_cell,L2,Distinct human skeletal sites profiled for hSSC composition,10,anatomical sites,human,ambrosi2025,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_550d421a1d,igf1_gh_combination_therapy,L12,participants randomised before termination,106,participants,human,nct00572156,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,6,2,p_949d5b821a,igf1_systemic,L4,serum total IGF-1 in PAPP-A2-deficient children,831-1060,ug/L,human,dauber2016,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_f30240b244,igf1_systemic,L4,ratio of bioactive IGF to total IGF-1 in PAPP-A2 deficiency,0.09-0.32,%,human,dauber2016,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,3,4,p_2b15a695b8,igf1r_gene,L8,patients screened with unexplained IUGR plus short stature,42,patients,human,abuzzahab2003,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_2925f168e5,igf1r_gene,L8,additional patients screened with short stature and elevated IGF-1,50,patients,human,abuzzahab2003,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_b7fe795b68,igf1r_mutation_human,L11,children screened with unexplained IUGR plus short stature,42,children,human,abuzzahab2003,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_c7773aca76,igf1r_mutation_human,L11,short children screened with elevated circulating IGF-I,50,children,human,abuzzahab2003,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_28fde54dd3,ihh_gene,L8,heterozygous IHH probands characterised,16,probands,human,sentchordimont2020,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_a3a53bb0c2,ihh_gene,L8,IHH heterozygotes with classical brachydactyly type A-1,0,of 16 probands,human,sentchordimont2020,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_f2fcc28525,ihh_gene,L8,IHH heterozygotes of normal height but with brachydactyly,5,of 16 probands,human,sentchordimont2020,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_c1ee3c9fbf,ihh_gene,L8,IHH variant yield in idiopathic short stature,4,of 102 patients,human,andrade2022,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,6,2,p_27087b38d9,immunohistochemistry_cartilage_artifact,L13,"ER-alpha positive chondrocytes, resting and proliferative zones, human",64,% of chondrocytes,human,nilsson2003,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_9a3c3d64ff,immunohistochemistry_cartilage_artifact,L13,"ER-alpha positive chondrocytes, hypertrophic zone, human",38,% of chondrocytes,human,nilsson2003,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_caa50aa4dc,immunohistochemistry_cartilage_artifact,L13,"androgen receptor positive chondrocytes, resting zone, human",65,% of chondrocytes,human,nilsson2003,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,3,4,p_79964674bd,in_situ_hybridization_cartilage,L13,human growth plate zonal transcript maps generated by in situ hybridization,0 systematic surveys located,studies,human,geo_census_l13b_20260805,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_f8a0c780d2,inflammation_growth_suppression,L10,"inhibition of IGF-I-driven chondrocyte proliferation by IL-1beta, IL-6 or TNF-alpha",50,%,in_vitro_animal_cell,choukair2014,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_afccaafe29,intrauterine_growth_restriction,L10,proportion of short 18-year-olds who were short at birth,22,%,human,karlberg1995,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_fe1556c7c9,iodine_deficiency_growth,L10,participants in the three iodine repletion trials with IGF-I endpoints,71 / 310 / 188,children,human,zimmermann2007,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_1038366d81,laron_syndrome,L11,lower-segment/height ratio in GH-insensitive adults,lowest of four groups,ratio,human,guevaraaguirre2025,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_da60354030,laron_syndrome,L11,head-circumference/height ratio in GH-insensitive adults,highest of four groups,ratio,human,guevaraaguirre2025,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_e3017d92e0,leptin_hormone,L4,mortality in untreated congenital leptin deficiency,26,%,human,saeed2023,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_806bf8e8f9,leptin_hormone,L4,mortality in untreated congenital leptin receptor deficiency,9,%,human,saeed2023,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_7e52a60d1f,lineage_tracing_limitations,L13,published genetic lineage-tracing experiments in human growth plate,0,studies,human,human_gp_donor_census_20260805,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_b8e1592978,lineage_tracing_limitations,L13,human skeletal stem cell samples clonally barcoded and traced (in mouse graft),4,samples,human,gse233188,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_7bb710e2b4,matrix_water_content_zonal,L5,Assumed tissue fluid fraction used to normalise porcine growth plate microprobe data,66,% of wet weight,porcine,althoff1982,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_9abdeefe1a,mecasermin_rinfabate,L12,published cohorts reporting adult or near-adult height on mecasermin rinfabate for short s,0,cohorts,human,kemp2006,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_f700b5bc9e,mecasermin_rinfabate,L12,molar ratio of the complex,1:1,IGF-1 to IGFBP-3,human,kemp2006,False,contradiction|no_dispersion|unread_source|sole_source
12,6,2,p_83ec289eff,meclizine_repurposing,L12,"change in height velocity over 26 weeks, meclizine plus GH",+0.11,cm/yr,human,matsushita2025,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_7b4979c6b1,meclizine_repurposing,L12,arm span velocity during treatment,6.93,cm/yr,human,matsushita2025,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_d80e8c4afe,meclizine_repurposing,L12,"Cmax after 14-day repeated dosing, meclizine 12.5 mg/day",167,ng/mL,human,matsushita2023,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_05009a5348,meclizine_repurposing,L12,"terminal elimination half-life, meclizine 12.5 mg/day",7.4,hours,human,matsushita2023,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_9421f1ce1d,meclizine_repurposing,L12,"AUC0-24 after 14-day repeated dosing, meclizine 12.5 mg/day",1170,ng*h/mL,human,matsushita2023,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,3,4,p_70ec0efa57,mesenchymal_condensation,L0,published measurements of condensation cell number or volume compared across skeletal elem,0,studies retrieved,not_applicable,lui2018,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_f1ed27d30c,metaphyseal_vasculature,L1,morphology of capillary ends at the invasion front,"variable, not uniform",qualitative,rat,yamamoto2022,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_487233a107,metaphyseal_vasculature,L1,matrix compartment penetrated by invading endothelium,non-calcified pericellular and territori,qualitative,porcine,farnum1989,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_7784088ed2,mmp14_mt1mmp,L5,Skeletal phenotype of global Mmp14 null mouse,dwarfism with osteopenia and arthritis,qualitative; magnitude n,mouse,holmbeck1999,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_dc1c755efd,mmp9_protease,L5,Growth plate length in Mmp9-null mice relative to wild type,~8,fold,mouse,vu1998,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_a79166001d,mmp9_protease,L5,Age at which compensatory remodelling normalises the Mmp9-null growth plate,>3,weeks postnatal,mouse,vu1998,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_242a648be3,mouse_does_not_fuse,L7,type X collagen and MMP-13 immunoreactivity in hypertrophic zone,"present at W10, absent at W55",qualitative IHC,mouse,yu2025,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_82608a8327,mouse_model_translation_risk,L13,"mouse translation risk score (this layer, 1-5)",4.0,score,mouse,yu2025,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,6,2,p_aaa16ccb2d,npr2_receptor,L3,"hypertrophic zone thickness, cartilage-specific Npr2 knockout vs control",23.0,% of control,mouse,nakao2015,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_e4ca1d9556,npr2_receptor,L3,"non-hypertrophic layer thickness, cartilage-specific Npr2 knockout vs control",71.1,% of control,mouse,nakao2015,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_2ea4703690,npr2_receptor,L3,"adult height, biallelic NPR2 loss of function (AMDM) after 8.5 y high-dose GH",130.5-134,cm,human,arya2020,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_210bf1d606,npr2_receptor,L3,"height z-score, heterozygous NPR2 carriers vs non-carrier relatives",-1.8 vs -0.4,SDS,human,olney2006,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_430c2b3c86,npr2_receptor,L3,"height z-score, heterozygous NPR2 carriers vs wild-type siblings",-2.06 vs -1.37,SDS,human,hanley2020,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_5ebef4e417,npr2_receptor,L3,"height SDS range, heterozygous NPR2 dominant-negative missense carriers",-4.5 to -1.7,SDS,human,vasques2013,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_a0979459e1,npr2_receptor,L3,"height, heterozygous NPR2 gain-of-function (p.Met482_Leu483del) family","+2.77, +1.96, +1.30",SDS,human,lauffer2020,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,3,4,p_61f14be631,nutrient_diffusion_growth_plate,L1,published measurements of glucose or lactate gradients across the growth plate,0,studies,not_applicable,brighton1971,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_6041c82285,nutrient_diffusion_growth_plate,L1,evidence of marginal oxygen delivery requiring intracellular storage,haemoglobin bodies with left-shifted P50,mmHg,mouse,zhang2023,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_d2c7f6c8e4,oxygen_gradient_growth_plate,L1,P50 of chondrocyte haemoglobin bodies (Hedy),27.58-27.85,mmHg,mouse,zhang2023,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_fe5401cc05,oxygen_gradient_growth_plate,L1,P50 of red blood cells from the same mice,58.2,mmHg,mouse,zhang2023,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_f3cddbe781,pegvisomant,L12,paediatric patients with reported final height on pegvisomant monotherapy,1,patients,human,burren2023,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_344cfdafe2,perlecan_hspg2,L5,Human HSPG2 allele dose series,functional null = DDSH (perinatal lethal,qualitative allelic seri,human,arikawahirasaw2001,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_67c9e1d328,pth1r_gene,L8,"constitutive ligand-independent cAMP accumulation, PTH1R H223R",present,qualitative,in_vitro_human_cell,schipani1995,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_a918d8d978,pth1r_gene,L8,"PTH and PTHrP binding, Blomstrand PTH1R mutant",absent,qualitative,in_vitro_human_cell,jobert1998,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_8f952e5faf,rabbit_growth_plate_model,L13,"rabbit translation risk score (this layer, 1-5)",2.25,score,rabbit,weise2001,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_91605efb64,recombinant_human_gh,L12,treatment discontinuation rate,<2,percent,human,martn2026,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_45c62e0a47,replicative_senescence_chondrocyte,L2,Population doublings of cultured rabbit RZ chondrocytes vs donor age,no dependence,population doublings,rabbit,nilsson2005,False,contradiction|no_dispersion|unread_source|sole_source
12,6,2,p_30322bd402,saddan_syndrome,L11,"constitutive FGFR3 kinase activity, K650M relative to K650E",~3,fold,in_vitro_human_cell,tavormina1999,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_45a62155c4,saddan_syndrome,L11,unrelated individuals in the defining SADDAN series,4,individuals,human,tavormina1999,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,3,4,p_9c4d46c222,saltation_stasis_growth,L1,proportion of days without measurable growth,90-95,% of days,human,lampl1992,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_6f7e8c8ae9,saltation_stasis_growth,L1,implied annualised velocity during a growth event,greater than 350,cm/year,human,klein1994,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_0bd7609d5b,saltation_stasis_growth,L1,precision advantage of rabbit proximal tibial measurement over human anthropometry,15,fold,rabbit,klein1994,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_0ae7127f2d,saltation_stasis_growth,L1,shape of the daily growth velocity distribution,single Gaussian,qualitative,rabbit,klein1994,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_d71caa27f7,saltation_stasis_growth,L1,fraction of elongation occurring during recumbency,90,% or more,ovine,noonan2004,False,contradiction|no_dispersion|unread_source|sole_source
12,6,2,p_27398e8eff,scoliosis_vertebral_growth,L6,"growth modulation, high vs low tether tension at 2 weeks",53 vs -1,%,porcine,halanski2026,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_1f21b57aa6,scoliosis_vertebral_growth,L6,"growth modulation, high vs low tether tension at 2-4 weeks",14 vs 10,%,porcine,halanski2026,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,3,4,p_eb1242f1f2,septoclast,L1,primary studies of septoclasts in human tissue,0,studies,human,sivaraj2022,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_cab091a351,snrna_seq_growth_plate,L13,human growth plate single-nucleus RNA-seq datasets located,0,datasets,human,geo_census_l13b_20260805,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,6,2,p_2c8214b845,soluble_fgfr3_decoy,L12,"ratio of observed to expected change in standing height, month 12",1.0,ratio,human,nct04638153,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_89fe1bceb5,soluble_fgfr3_decoy,L12,"ratio of observed to expected change in standing height, month 3, high-dose arm",0.6,ratio,human,nct04638153,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,3,4,p_4a4ffaa453,somatomedin_hypothesis,L4,reduction in serum IGF-1 after liver-specific Igf1 deletion,75,%,mouse,sjgren1999,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_9103cba41c,somatomedin_hypothesis,L4,reduction in serum IGF-1 in ALS knockout,65,%,mouse,yakar2002,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_858771c514,somatomedin_hypothesis,L4,bone mineral density decrease in LID+ALSKO double mutant,10,%,mouse,yakar2002,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_51a9015cc2,somatomedin_hypothesis,L4,periosteal circumference and cortical thickness decrease in LID+ALSKO,>35,%,mouse,yakar2002,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_fbd42eade1,strain_frequency_dependence,L6,"hypertrophic chondrocyte volumetric strain, high vs low frequency dynamic compression",lower at high frequency,p=0.002,rat,zimmermann2017,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_2aa51e3b8b,strain_frequency_dependence,L6,distraction frequency giving best regenerate at fixed 1.0 mm/day,60,increments/day,multiple,ilizarov1989,False,contradiction|no_dispersion|unread_source|sole_source
12,3,4,p_f3497932fd,terminal_cell_shape_modulation,L1,final terminal cell height during growth acceleration,31.2 -> 38.5,um,rat,hunziker1989,False,contradiction|derivation_word|sole_source
12,3,4,p_af0d989c66,terminal_cell_shape_modulation,L1,estimator behind every terminal cell HEIGHT value in hunziker1989,X(0deg) = 5 * mean cell volume / (pi * E,um,rat,cruzorive1986,False,contradiction|derivation_word|sole_source
12,3,4,p_d1875e164a,terminal_cell_shape_modulation,L1,"coefficient of error of each estimator, one animal, five blocks",height 19.3 / 23.8; width 4.3 / 10.4; me,% (proliferative / hyper,rat,cruzorive1986,False,contradiction|derivation_word|sole_source
12,3,4,p_70dc8b1abf,terminal_cell_shape_modulation,L1,contribution of cell height vs proliferative cell number to MECHANICALLY altered growth ra,1.39 vs 0.72,standardised regression ,multiple,stokes2007,False,contradiction|derivation_word|sole_source
12,3,4,p_c046fb2dfa,terminal_cell_shape_modulation,L1,axial vs transverse compliance of growth plate matrix,~10-fold more compliant axially,ratio,bovine,cohen1998,False,contradiction|derivation_word|sole_source
12,3,4,p_1f83177f67,terminal_cell_shape_modulation,L1,volume versus height as predictors of longitudinal bone growth,volume is the better predictor,qualitative,mouse,rubin2021,False,contradiction|derivation_word|sole_source
12,6,2,p_d1262bb88f,thanatophoric_dysplasia,L11,birth prevalence of thanatophoric dysplasia,"1 in 20,000",live births,human,tavormina1995,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_1204a17c37,thanatophoric_dysplasia,L11,K650E frequency in thanatophoric dysplasia type II,16/16,cases,human,tavormina1995,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_23a2ca9e3f,thanatophoric_dysplasia,L11,R248C frequency in thanatophoric dysplasia type I,22/39,cases,human,tavormina1995,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_e88333b702,thanatophoric_dysplasia,L11,"cases with matched genotype, radiology and histopathology",91,cases,human,wilcox1998,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_0820e6712e,thanatophoric_dysplasia,L11,"relative constitutive FGFR3 kinase activity, K650M vs K650E",~3,fold,in_vitro_human_cell,tavormina1999,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_f17d08d21a,thyroid_hormone_t3,L4,"final height in screened, treated congenital hypothyroidism",-0.1,SDS,human,delvecchio2015,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_8087327085,thyroid_hormone_t3,L4,serum T3 during Triac treatment of MCT8 deficiency,4.58 -> 1.66,nmol/L,human,van2022,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_07a91fbcbe,tnap_alpl,L5,"One-year survival, perinatal/infantile hypophosphatasia on asfotase alfa vs historical con",95 vs 42,% surviving,human,whyte2016,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,6,2,p_0ff210b31e,tnap_alpl,L5,"Five-year survival, perinatal/infantile hypophosphatasia on asfotase alfa vs historical co",84 vs 27,% surviving,human,whyte2016,False,contradiction|grade_A_B|screen|unread_source|sole_source
12,3,4,p_9b89ae57d4,transcon_growth_hormone,L12,recommended paediatric dose,0.24,mg/kg/week,human,fda_skytrofa_label_2026,False,grade_A_B|screen|no_dispersion|unread_source|sole_source
12,3,4,p_0296c00c3e,vertebral_growth_plate,L1,number of growth plates in the human vertebral column,more than 130,growth plates,human,dimeglio2020,False,flow_model|no_dispersion|unread_source|sole_source
12,3,4,p_d83b4b691e,vertebral_growth_plate,L1,per-plate vertebral growth rate,not reported,mm/year,human,dimeglio2020,False,flow_model|no_dispersion|unread_source|sole_source
12,6,2,p_1f7d5385aa,zonal_stiffness_gradient,L5,"Hertz reduced modulus, growth plate, microindentation",380-690,kPa,rabbit,eckstein2022,False,contradiction|flow_model|unread_source|sole_source
12,6,2,p_d7e6e017fa,zonal_stiffness_gradient,L5,"Elastic modulus, resting zone, sharp-tip AFM on human growth plate",130.70,MPa,human,xie2025,False,contradiction|flow_model|unread_source|sole_source
12,6,2,p_d1d4284224,zonal_stiffness_gradient,L5,"Elastic modulus, hypertrophic zone, sharp-tip AFM on human growth plate",416.20,MPa,human,xie2025,False,contradiction|flow_model|unread_source|sole_source
12,3,4,p_f2e9adb42b,zonal_stiffness_gradient,L5,"Regional variation in bovine physeal tensile strength, lateral vs medial",+33,% (strength); tangent mo,bovine,williams2001,False,contradiction|no_dispersion|unread_source|sole_source
10,5,2,p_0a9ec9757c,adult_height_attainment,L7,proportion of distal radial growth plates completely fused at age 17 (female) and 19 (male,"75 (female, 17 y); 90 (male, 19 y)",percent,human,kvist2021,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_e72589b9a6,adult_height_attainment,L7,"adult height, untreated aromatase-deficient men",188-204,cm,human,singhania2022,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_ac94080a52,adult_height_attainment,L7,adult height in untreated constitutional delay of growth and puberty,170.4 (boys); 157.8 (girls),cm,human,brmswig1990,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_1ae3146105,automated_bone_age_ai,L7,BoneXpert accuracy against the Greulich-Pyle atlas,0.42,years SD,human,thodberg2009,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_9ae5222087,automated_bone_age_ai,L7,BoneXpert accuracy against clinical Tanner-Whitehouse ratings,0.80,years SD,human,thodberg2009,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_c02c074486,bone_age_measurement_error,L7,95% confidence interval for between-method difference (GP minus TW2),-1.52 to +2.28,years,human,bull1999,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_be13c37252,bone_age_measurement_error,L7,95% limits of agreement between GP bone age and chronological age,approximately 2,years,human,guevel2026,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_90ead68566,cartilage_osmotic_swelling,L5,"Aggregate modulus HA, immature bovine cartilage, hypertonic 2 M NaCl",0.420,MPa,bovine,zimmerman2021,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_8448208080,cartilage_osmotic_swelling,L5,"Aggregate modulus HA, immature bovine cartilage, hypotonic 0.001 M NaCl",1.266,MPa,bovine,zimmerman2021,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_4e6aff5f38,cartilage_osmotic_swelling,L5,"Aggregate modulus HA, mature human cartilage, hypertonic 2 M NaCl",0.499,MPa,human,zimmerman2021,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_5a628cf4b1,cartilage_osmotic_swelling,L5,"Aggregate modulus HA, mature human cartilage, hypotonic 0.001 M NaCl",1.597,MPa,human,zimmerman2021,False,contradiction|grade_A_B|unread_source|sole_source
10,2,5,p_0115140873,cdc_growth_reference,L9,"target-height band of +/-1.64 SDS expressed in cm, girls",+/-10.6,cm,human,zeevi2024,False,grade_A_B|derivation_word|unread_source|sole_source
10,2,5,p_fe2371afe0,cdc_growth_reference,L9,"target-height band of +/-1.64 SDS expressed in cm, boys",+/-11.7,cm,human,zeevi2024,False,grade_A_B|derivation_word|unread_source|sole_source
10,2,5,p_77bc5e0a72,cranial_base_synchondrosis,L9,odds of a more advanced fusion stage in females at the same age,1.972,odds ratio,human,kim2024,False,grade_A_B|derivation_word|unread_source|sole_source
10,5,2,p_a08cddf167,distal_femur_plate,L1,share of femoral longitudinal growth,70,% of femoral length,human,pritchett1992,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_2c544daf75,distal_femur_plate,L1,"share of femoral growth, girls",60 (age 7) to 90 (age 14),% of femoral length,human,pritchett1992,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_69b58dcf07,distal_femur_plate,L1,"share of femoral growth, boys",55 (age 7) to 90 (age 16),% of femoral length,human,pritchett1992,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_d3f35010dc,distal_femur_plate,L1,absolute contribution to femoral growth,1.3,cm/year,human,pritchett1992,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_b4773ea198,distal_radius_plate,L1,"radial growth rate, girls",0.9,cm/year,human,pritchett1988,False,flow_model|grade_A_B|unread_source|sole_source
10,5,2,p_2bf6656756,distal_radius_plate,L1,"radial growth rate, boys",1.0,cm/year,human,pritchett1988,False,flow_model|grade_A_B|unread_source|sole_source
10,2,5,p_058be54503,dominant_negative_vs_haploinsufficiency,L8,stature premium of dominant-negative over haploinsufficient COL10A1 alleles,1.63,SDS,human,meng2025,False,grade_A_B|derivation_word|unread_source|sole_source
10,5,2,p_10bb45b2bc,fusion_timing_order,L7,complete growth plate fusion at age 17 in females (radius / femur / proximal tibia / dista,75 / 85 / 97 / 98 / 98,percent of subjects,human,kvist2021,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_d321285f89,fusion_timing_order,L7,complete growth plate fusion at age 19 in males (radius / femur / proximal tibia / distal ,90 / 97 / 95 / 97 / 98,percent of subjects,human,kvist2021,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_6fa69fe02e,fusion_timing_order,L7,number of epiphyses sequenced for beginning and complete union,21,epiphyses,human,schaefer2007,False,contradiction|grade_A_B|unread_source|sole_source
10,5,2,p_65a5c0bd0e,fusion_timing_order,L7,age range of partial union of sacral secondary ossification centres,15-21,years,human,cardoso2014,False,contradiction|grade_A_B|unread_source|sole_source
